179560,254000,157630,323366,7708947,16117588,13860194,7277350,958058,952670,10543,10477
179560,255629,157781,318266,7642009,16137059,13964556,7250775,958324,955972,10517,10451
179560,255809,156983,320962,8326576,16454756,13943314,7217056,953484,968985,10469,10452
179560,254162,156149,318150,7718953,16559424,14176850,7277878,959098,956681,10597,13723
184960,254932,161445,329930,7851218,16582999,14546241,7466064,989376,986809,10356,11941
184960,264188,161107,334746,7945303,16526944,14100871,7449896,982530,982237,10216,10137
184960,263991,160657,332723,7700124,16568190,14713610,7406736,1001649,982255,10367,10999
184960,272359,180524,348230,8338887,16622374,14352607,7376717,990667,1003545,11896,10491
184960,261464,161118,328261,7958308,16648222,14259281,7441470,990725,975682,10498,10241
190440,263759,165502,354196,9870883,17427293,15112811,7735836,1049013,1043485,11226,11399
190440,272981,165534,355245,9680289,17298003,15111858,7798935,1054599,1052079,10909,11675
190440,269415,165047,355130,9494506,17358201,14895116,7802355,1061192,1051324,11230,11349
190440,268807,166039,352744,9248719,17981450,15105116,7741764,1059252,1066385,11253,11915
190440,285904,166191,351309,9300261,539090679,15518087,7853860,1057004,1174155,11529,12264
196000,270952,169664,340319,8346443,17410644,16036176,7936114,987010,995482,10917,12031
196000,277207,170154,339879,9174515,17821401,15320293,8100966,1148044,1008254,11226,11591
196000,277210,171906,341989,8637696,17979130,15538609,7931714,1002777,1000656,11316,12134
196000,278173,176778,345227,8526707,17434554,15377644,7897230,1004065,997098,11055,11241
196000,277079,170398,342808,8793472,17927404,15449338,7920014,997135,994184,11184,12442
201640,279080,175050,362020,9385192,18552401,15553330,8168724,1070022,1067188,11422,11995
201640,284914,174798,368035,9661955,18207743,15709086,8085749,1082990,1069596,11429,11542
201640,288218,175453,362885,9320771,18039731,15366202,8108943,1082520,1071012,11524,12010
201640,284385,175273,362876,9566753,17913567,15629149,8196527,1074476,1061798,11339,12124
201640,286968,174259,364536,9624082,18002511,15690323,8129799,1076064,1065883,11561,12783
